pitch,start,duration,beat_type,string,position,finger
76,0.000000,1.000000,3,4,1,0
81,2.000000,1.000000,3,4,1,3
85,0.000000,1.000000,3,4,3,3
76,0.000000,1.000000,3,4,1,0
81,2.000000,1.000000,3,4,1,3
85,3.000000,1.000000,3,4,4,2
88,0.000000,1.000000,3,4,4,4
76,0.000000,1.000000,3,3,1,4
81,2.000000,1.000000,3,4,1,1
80,0.000000,1.000000,3,4,1,1
76,0.000000,1.000000,3,4,1,4
86,2.000000,1.000000,3,4,3,1
85,0.000000,1.000000,3,4,3,2
72,1.000000,2.000000,2,2,3,4
71,3.000000,0.500000,4,2,3,3
69,3.500000,0.500000,4,2,3,2
68,0.000000,0.500000,4,2,2,2
69,0.500000,0.500000,4,2,2,3
72,1.000000,0.500000,4,3,2,1
69,1.500000,0.500000,4,3,2,0
76,2.000000,0.500000,4,3,2,3
72,2.500000,0.500000,4,3,2,1
77,3.000000,1.000000,3,3,2,4
77,0.000000,1.000000,3,3,2,4
74,1.000000,1.000000,3,3,1,3
71,2.000000,1.000000,3,3,1,1
76,3.000000,1.000000,3,3,1,4
76,0.000000,1.000000,3,3,1,4
74,1.000000,1.000000,3,3,1,3
72,2.000000,1.000000,3,3,1,2
71,3.000000,1.000000,3,3,1,1
74,0.000000,0.500000,4,3,1,3
72,0.500000,0.500000,4,3,1,2
71,1.000000,0.500000,4,3,1,1
69,1.500000,0.500000,4,3,1,0
68,2.000000,0.500000,4,2,1,3
71,2.500000,0.500000,4,3,1,1
76,3.000000,0.500000,4,3,1,4
74,3.500000,0.500000,4,3,1,3
74,0.000000,0.500000,4,3,1,3
72,0.500000,0.500000,4,3,1,2
71,1.000000,0.500000,4,3,1,1
69,1.500000,0.500000,4,3,1,0
68,2.000000,0.500000,4,2,3,1
69,2.500000,0.500000,4,2,3,2
81,3.000000,1.000000,3,3,4,4
81,0.000000,1.000000,3,3,4,4
80,1.000000,1.000000,3,3,4,3
81,2.000000,1.000000,3,3,4,4
84,3.000000,0.500000,4,4,4,2
78,3.500000,0.500000,4,4,1,1
81,0.000000,0.500000,4,4,1,3
74,0.500000,0.500000,4,3,1,3
76,1.000000,0.500000,4,4,1,0
78,1.500000,0.500000,4,4,1,1
79,2.000000,1.000000,3,4,1,2
80,3.000000,1.000000,3,4,1,2
81,0.000000,1.000000,3,4,1,3
57,2.000000,2.000000,2,1,1,1
62,0.000000,1.000000,3,1,3,2
65,1.000000,2.000000,2,1,3,4
59,3.000000,1.000000,3,1,2,1
60,0.000000,0.500000,4,1,2,2
59,0.500000,0.500000,4,1,2,1
