pitch,start,duration,beat_type,string,position,finger
71,2.000000,1.000000,3,2,1,1
83,3.000000,1.000000,3,3,1,4
80,0.000000,1.000000,3,3,1,2
81,1.000000,1.000000,3,3,1,3
78,2.000000,1.000000,3,3,1,1
79,3.000000,1.000000,3,3,1,2
77,0.000000,1.000000,3,3,1,1
78,1.000000,1.000000,3,3,1,2
81,2.000000,1.000000,3,3,4,4
79,3.000000,1.000000,3,3,4,3
77,0.000000,1.000000,3,3,3,2
78,1.000000,1.000000,3,3,3,3
75,2.000000,1.000000,3,3,3,1
76,3.000000,1.000000,3,3,3,2
74,0.000000,1.000000,3,3,3,1
75,1.000000,1.000000,3,3,3,1
78,2.000000,1.000000,3,3,3,3
76,3.000000,1.000000,3,3,3,2
74,0.000000,1.000000,3,3,3,1
75,1.000000,1.000000,3,3,3,2
71,2.000000,1.000000,3,3,1,1
72,3.000000,1.000000,3,3,1,2
70,0.000000,1.000000,3,3,1,1
71,1.000000,1.000000,3,3,1,1
74,2.000000,1.000000,3,3,1,3
72,3.000000,1.000000,3,3,1,2
70,0.000000,1.000000,3,3,1,1
71,1.000000,1.000000,3,3,1,1
74,2.000000,1.000000,3,3,1,3
72,3.000000,1.000000,3,3,1,2
70,0.000000,1.000000,3,3,1,1
71,1.000000,1.000000,3,3,1,1
75,2.000000,1.000000,3,3,1,3
73,3.000000,1.000000,3,3,1,2
70,0.000000,1.000000,3,3,1,1
71,1.000000,1.000000,3,3,1,1
75,2.000000,1.000000,3,3,1,3
73,3.000000,1.000000,3,3,1,2
70,0.000000,1.000000,3,3,1,1
71,1.000000,1.000000,3,3,1,2
81,2.000000,2.000000,2,3,4,4
81,0.000000,1.000000,3,3,4,4
80,1.000000,1.000000,3,3,3,4
78,2.000000,1.000000,3,3,3,3
76,3.000000,1.000000,3,3,3,2
75,0.000000,1.000000,3,3,3,1
73,1.000000,1.000000,3,2,3,4
71,2.000000,1.000000,3,2,3,3
70,3.000000,1.000000,3,2,3,2
69,0.000000,1.000000,3,2,3,2
66,1.000000,1.000000,3,1,3,4
61,2.000000,1.000000,3,1,3,1
63,3.000000,1.000000,3,1,4,1
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,4.000000,1,1,4,2
64,0.000000,1.000000,3,1,4,2
83,1.000000,1.000000,3,4,4,1
83,2.000000,1.000000,3,4,4,1
83,3.000000,1.000000,3,4,4,1
87,0.000000,2.000000,2,4,4,3
85,2.000000,1.500000,3,4,4,2
83,3.500000,0.500000,4,4,4,1
83,0.000000,1.000000,3,4,4,1
80,1.000000,1.000000,3,4,1,2
80,2.000000,1.000000,3,4,1,2
80,3.000000,1.000000,3,4,1,2
83,0.000000,2.000000,2,4,1,4
81,2.000000,1.500000,3,4,1,3
80,3.500000,0.500000,4,4,1,2
80,0.000000,1.000000,3,4,1,2
80,1.000000,1.000000,3,4,1,2
80,2.000000,1.000000,3,4,1,2
