pitch,start,duration,beat_type,string,position,finger
62,-0.250000,0.250000,5,1,3,2
62,0.000000,0.750000,4,1,3,2
64,0.750000,0.250000,5,1,3,3
65,1.000000,0.250000,5,1,3,4
67,1.250000,0.250000,5,2,3,1
69,1.500000,0.250000,5,2,3,2
70,1.750000,0.250000,5,2,3,3
61,2.000000,0.250000,5,1,3,1
70,2.250000,0.250000,5,2,3,3
69,2.500000,0.250000,5,2,3,2
67,2.750000,0.250000,5,2,3,1
76,3.000000,0.750000,4,3,3,2
67,3.750000,0.250000,5,2,3,1
65,0.000000,0.250000,5,2,1,2
61,0.250000,0.250000,5,1,1,3
62,0.500000,0.250000,5,1,1,4
57,0.750000,0.250000,5,1,1,1
58,1.000000,0.250000,5,1,1,2
62,1.250000,0.250000,5,1,1,4
65,1.500000,0.250000,5,2,1,2
67,1.750000,0.250000,5,2,1,3
61,2.000000,0.250000,5,1,1,4
57,2.250000,0.250000,5,1,1,1
61,2.500000,0.250000,5,1,1,3
64,2.750000,0.250000,5,2,1,1
69,3.000000,0.164062,5,2,1,4
67,3.164062,0.167969,5,2,1,3
65,3.332031,0.167969,5,2,1,2
67,3.500000,0.164062,5,2,1,3
65,3.664062,0.167969,5,2,1,2
64,3.832031,0.167969,5,2,1,1
65,0.000000,0.250000,5,2,1,2
62,0.250000,0.250000,5,2,1,0
65,0.500000,0.250000,5,2,2,1
69,0.750000,0.250000,5,2,2,3
70,1.000000,0.164062,5,2,2,4
69,1.164062,0.167969,5,2,2,3
67,1.332031,0.167969,5,2,2,2
69,1.500000,0.164062,5,2,2,3
67,1.664062,0.167969,5,2,2,2
65,1.832031,0.167969,5,2,2,1
64,2.000000,0.250000,5,2,1,1
67,2.250000,0.250000,5,2,1,3
70,2.500000,0.250000,5,3,1,1
74,2.750000,0.250000,5,3,1,3
72,3.000000,0.164062,5,3,1,2
70,3.164062,0.167969,5,3,1,1
69,3.332031,0.167969,5,3,1,0
70,3.500000,0.164062,5,3,1,1
69,3.664062,0.167969,5,3,1,0
67,3.832031,0.167969,5,2,1,3
69,0.000000,0.250000,5,2,1,4
65,0.250000,0.250000,5,2,1,2
69,0.500000,0.250000,5,3,1,0
72,0.750000,0.250000,5,3,1,2
77,1.000000,0.250000,5,4,1,1
79,1.250000,0.250000,5,4,1,2
81,1.500000,0.250000,5,4,1,3
72,1.750000,0.250000,5,3,1,2
74,2.000000,0.250000,5,3,1,3
69,2.250000,0.250000,5,3,1,0
70,2.500000,0.250000,5,3,1,1
74,2.750000,0.250000,5,3,1,3
79,3.000000,0.250000,5,4,1,2
81,3.250000,0.250000,5,4,1,3
82,3.500000,0.250000,5,4,1,4
74,3.750000,0.250000,5,3,1,3
76,0.000000,0.250000,5,3,1,4
70,0.250000,0.250000,5,3,1,1
72,0.500000,0.250000,5,3,1,2
67,0.750000,0.250000,5,2,1,3
69,1.000000,0.250000,5,3,1,0
70,1.250000,0.250000,5,3,1,1
72,1.500000,0.250000,5,3,1,2
64,1.750000,0.250000,5,2,1,1
65,2.000000,0.250000,5,2,1,2
57,2.250000,0.250000,5,1,1,1
58,2.500000,0.250000,5,1,1,2
67,2.750000,0.250000,5,2,1,3
60,3.000000,0.250000,5,1,1,3
64,3.250000,0.250000,5,2,1,1
67,3.500000,0.250000,5,2,1,3
70,3.750000,0.250000,5,3,1,1
69,0.000000,0.250000,5,2,1,4
67,0.250000,0.250000,5,2,1,3
65,0.500000,0.250000,5,2,1,2
69,0.750000,0.250000,5,3,1,0
74,1.000000,0.250000,5,2,3,1
65,1.250000,0.250000,5,1,3,4
64,1.500000,0.250000,5,1,3,3
62,1.750000,0.250000,5,1,3,2
61,2.000000,0.250000,5,1,3,1
76,2.250000,0.250000,5,3,3,2
77,2.500000,0.250000,5,3,3,3
79,2.750000,0.250000,5,3,3,4
69,3.000000,0.250000,5,2,3,2
79,3.250000,0.250000,5,3,3,4
77,3.500000,0.250000,5,3,3,3
76,3.750000,0.250000,5,3,3,2
77,0.000000,0.250000,5,3,3,3
76,0.250000,0.250000,5,3,3,2
74,0.500000,0.250000,5,3,3,1
64,0.750000,0.250000,5,1,3,3
62,1.000000,0.250000,5,1,3,2
60,1.250000,0.250000,5,1,3,1
59,1.500000,0.250000,5,1,1,2
57,1.750000,0.250000,5,1,1,1
56,2.000000,0.250000,5,1,1,1
71,2.250000,0.250000,5,3,1,1
72,2.500000,0.250000,5,3,1,2
74,2.750000,0.250000,5,3,1,3
64,3.000000,0.250000,5,2,1,1
74,3.250000,0.250000,5,3,1,3
72,3.500000,0.250000,5,3,1,2
71,3.750000,0.250000,5,3,1,1
72,0.000000,0.250000,5,3,1,2
71,0.250000,0.250000,5,3,1,1
69,0.500000,0.250000,5,3,1,0
71,0.750000,0.250000,5,3,1,1
72,1.000000,0.250000,5,3,2,1
77,1.250000,0.125000,6,3,2,4
76,1.375000,0.125000,6,3,2,3
74,1.500000,0.250000,5,3,2,2
72,1.750000,0.250000,5,3,1,1
71,2.000000,0.250000,5,3,1,1
69,2.250000,0.250000,5,3,1,0
67,2.500000,0.250000,5,2,1,3
69,2.750000,0.250000,5,3,1,0
71,3.000000,0.250000,5,3,1,1
76,3.250000,0.125000,6,3,1,4
74,3.375000,0.125000,6,3,1,3
72,3.500000,0.250000,5,3,1,2
71,3.750000,0.250000,5,3,1,1
69,0.000000,0.250000,5,3,1,0
67,0.250000,0.250000,5,2,1,3
65,0.500000,0.250000,5,2,1,2
67,0.750000,0.125000,6,2,1,3
69,0.875000,0.125000,6,2,1,4
62,1.000000,0.250000,5,2,1,0
72,1.250000,0.250000,5,3,1,2
71,1.500000,0.250000,5,3,1,1
69,1.750000,0.250000,5,3,1,0
68,2.000000,0.250000,5,2,1,3
66,2.250000,0.250000,5,2,1,2
64,2.500000,0.250000,5,2,1,1
66,2.750000,0.250000,5,2,1,2
68,3.000000,0.250000,5,2,1,3
69,3.250000,0.250000,5,3,1,0
71,3.500000,0.250000,5,3,1,1
72,3.750000,0.250000,5,3,2,1
74,0.000000,0.250000,5,3,2,2
76,0.250000,0.250000,5,3,2,3
77,0.500000,0.250000,5,3,2,4
76,0.750000,0.250000,5,3,2,3
74,1.000000,0.250000,5,3,2,2
72,1.250000,0.250000,5,3,2,1
71,1.500000,0.250000,5,3,1,1
69,1.750000,0.250000,5,3,1,0
80,2.000000,0.250000,5,4,1,2
81,2.250000,0.250000,5,4,1,3
83,2.500000,0.250000,5,4,1,4
81,2.750000,0.250000,5,4,1,3
80,3.000000,0.250000,5,4,1,2
78,3.250000,0.250000,5,4,1,1
76,3.500000,0.250000,5,4,1,0
74,3.750000,0.250000,5,3,2,2
72,0.000000,0.250000,5,3,2,1
74,0.250000,0.125000,6,3,2,2
76,0.375000,0.125000,6,3,2,3
77,0.500000,0.250000,5,3,2,4
81,0.750000,0.250000,5,4,2,2
71,1.000000,0.250000,5,3,1,1
