pitch,start,duration,beat_type,string,position,finger
83,2.000000,1.500000,3,4,2,3
83,3.500000,0.500000,4,4,2,3
83,0.000000,2.000000,2,4,2,3
79,2.000000,1.000000,3,4,2,1
88,3.000000,1.000000,3,4,4,4
88,0.000000,2.000000,2,4,4,4
83,2.000000,1.000000,3,4,4,1
91,3.000000,1.000000,3,4,6,4
90,0.000000,1.000000,3,4,5,4
88,1.000000,1.000000,3,4,5,3
84,2.000000,1.000000,3,4,5,1
88,3.000000,1.000000,3,4,5,3
83,0.000000,3.000000,2,4,3,2
83,3.000000,1.000000,3,4,3,2
84,0.000000,1.000000,3,4,3,3
83,1.000000,0.500000,4,4,3,2
81,1.500000,0.500000,4,4,3,1
81,2.000000,1.000000,3,4,3,1
81,3.000000,1.000000,3,4,3,1
88,0.000000,3.000000,2,4,4,4
83,3.000000,1.000000,3,4,3,2
84,0.000000,1.000000,3,4,3,3
83,1.000000,0.500000,4,4,3,2
81,1.500000,0.500000,4,4,3,1
81,2.000000,1.000000,3,4,3,1
81,3.000000,1.000000,3,4,3,1
87,0.000000,2.000000,2,4,3,4
83,2.000000,1.500000,3,4,3,2
83,3.500000,0.500000,4,4,3,3
83,0.000000,2.000000,2,4,3,3
79,2.000000,1.000000,3,4,3,1
88,3.000000,1.000000,3,4,4,4
88,0.000000,2.000000,2,4,4,4
83,2.000000,1.000000,3,4,4,1
91,3.000000,1.000000,3,4,6,4
90,0.000000,1.000000,3,4,5,4
88,1.000000,1.000000,3,4,5,3
84,2.000000,1.000000,3,4,5,1
88,3.000000,1.000000,3,4,5,3
83,0.000000,3.000000,2,4,3,2
79,3.000000,0.500000,4,3,3,4
81,3.500000,0.500000,4,4,3,1
83,0.000000,1.000000,3,4,3,2
83,1.000000,0.500000,4,4,3,2
83,1.500000,0.500000,4,4,3,2
86,2.000000,0.500000,4,4,3,4
84,2.500000,0.500000,4,4,3,3
84,3.000000,0.500000,4,4,3,3
83,3.500000,0.500000,4,4,3,2
